FECHA,PRECIP,EVAP,TMAX,TMIN,HUMEDAD_RELATIVA
31/12/1940,  0,  Nulo  ,  23.5  , 7.5 ,
01/01/1941,  0,  Nulo, 22.5,8 ,
02/01/1941,  0,  Nulo  ,  20.5  , 8.5 ,
03/01/1941,  2,  Nulo  ,  20.5  , 7.5 ,
04/01/1941,  0,  Nulo  ,  20 , 8.5 ,
05/01/1941,  0,  Nulo  ,  21.5  , 8.5 ,
06/01/1941,  0,  Nulo  ,  21 , 9.5 ,
07/01/1941,  3.5 ,  Nulo  ,  18.5  , 8.5 ,
08/01/1941,  5.7 ,  Nulo, 18  ,9 ,
09/01/1941,  16.3,  Nulo  ,  18.5  , 8.5 ,
10/01/1941,  40.6,  Nulo  ,  19 , 9.5 ,
11/01/1941,  34.7,  Nulo, 11.5,9 ,
12/01/1941,  8,  Nulo  ,  15 , 7.8 ,
13/01/1941,  0,  Nulo  ,  19 , 8.5 ,
14/01/1941,  0,  Nulo, 20.8,5 ,
15/01/1941,  0,  Nulo, 22.5,11.5 ,
16/01/1941,  0,  Nulo  ,  21.5  , 9.5 ,
17/01/1941,  12  ,  Nulo ,21,  10 ,
18/01/1941,  0,  Nulo  ,  9.5, 3.8 ,
19/01/1941,  0,  Nulo, 10.5,4 ,
20/01/1941,  0,  Nulo, 12  ,0 ,
21/01/1941,  0,  Nulo, 17  ,3 ,
22/01/1941,  0,  Nulo  ,  20.5  , 5.5 ,
23/01/1941,  0,  Nulo, 19  ,10.5 ,
24/01/1941,  0,  Nulo ,21.5 ,  11 ,
25/01/1941,  0,  Nulo ,22,  10 ,
26/01/1941,  0,  Nulo ,23.5 ,  12 ,
27/01/1941,  0,  Nulo ,20.5 ,  11 ,
28/01/1941,  3,  Nulo  ,  21 , 1.5 ,
29/01/1941,  2.4 ,  Nulo, 15.5,9 ,
30/01/1941,  0,  Nulo ,16,  10 ,
31/01/1941,  0,  Nulo, 17  ,9 ,
01/02/1941,  0,  Nulo  ,  16.5  , 8.5 ,
02/02/1941,  6.5 ,  Nulo, 18.5,10.8 ,
03/02/1941,  5.2 ,  Nulo, 16  ,9 ,
04/02/1941,  6.7 ,  Nulo, 14.5,8 ,
05/02/1941,  0,  Nulo, 14  ,8 ,
06/02/1941,  2.4 ,  Nulo ,13,  10 ,
07/02/1941,  0,  Nulo  ,  14.5  , 8.5 ,
08/02/1941,  28.6,  Nulo, 15  ,8 ,
09/02/1941,  0,  Nulo, 14  ,6 ,
10/02/1941,  0,  Nulo  ,  16 , 2.5 ,
11/02/1941,  0,  Nulo  ,  17 , 6.5 ,
12/02/1941,  0,  Nulo, 21  ,5 ,
13/02/1941,  0,  Nulo  ,  24.8  , 8.5 ,
14/02/1941,  0,  Nulo  ,  21 , 7.5 ,
15/02/1941,  0,  Nulo  ,  21 , 8.5 ,
16/02/1941,  0,  Nulo, 22.5,9 ,
17/02/1941,  0,  Nulo  ,  19 , 5.5 ,
18/02/1941,  0,  Nulo, 19.5,6 ,
19/02/1941,  0,  Nulo, 20.8,7 ,
20/02/1941,  0,  Nulo, 21  ,8 ,
21/02/1941,  0,  Nulo ,20.5 ,  10 ,
22/02/1941,  0,  Nulo, 18.5,9 ,
23/02/1941,  0,  Nulo  ,  21 , 9.5 ,
24/02/1941,  3,  Nulo, 18.5,8 ,
25/02/1941,  0,  Nulo  ,  20 , 9.5 ,
26/02/1941,  10.5,  Nulo, 23  ,8 ,
27/02/1941,  0,  Nulo  ,  22 , 8.5 ,
28/02/1941,  0,  Nulo ,21.5 ,  10 ,
01/03/1941,  0,  Nulo, 21  ,10.5 ,
02/03/1941,  0,  Nulo, 23  ,9 ,
03/03/1941,  0,  Nulo ,25,  10 ,
04/03/1941,  0,  Nulo, 23.5,10.5 ,
05/03/1941,  0,  Nulo ,24,  11 ,
06/03/1941,  0,  Nulo ,27.5 ,  10 ,
07/03/1941,  0,  Nulo, 24.5,10.5 ,
08/03/1941,  0,  Nulo, 15.5,4 ,
09/03/1941,  0,  Nulo, 17  ,6 ,
10/03/1941,  0,  Nulo  ,  22 , 8.5 ,
11/03/1941,  0,  Nulo ,19,  10 ,
12/03/1941,  2.5 ,  Nulo, 21  ,11.5 ,
13/03/1941,  6.8 ,  Nulo ,18,  12 ,
14/03/1941,  0,  Nulo  ,  18.5  , 9.5 ,
15/03/1941,  0,  Nulo, 23.5,8 ,
16/03/1941,  0,  Nulo, 27  ,12.5 ,
17/03/1941,  0,  Nulo, 20.5,11.5 ,
18/03/1941,  28.6,  Nulo, 18  ,9 ,
19/03/1941,  2.8 ,  Nulo  ,  15.5  , 9.5 ,
20/03/1941,  0,  Nulo ,20,  10 ,
21/03/1941,  0,  Nulo ,19,  10 ,
22/03/1941,  0,  Nulo, 18.5,9 ,
23/03/1941,  0,  Nulo  ,  21 , 9.5 ,
24/03/1941,  0,  Nulo, 22  ,10.5 ,
25/03/1941,  0,  Nulo  ,  21 , 9.5 ,
26/03/1941,  0,  Nulo  ,  22.5  , 8.5 ,
27/03/1941,  24.7,  Nulo  ,  20.5  , 9.5 ,
28/03/1941,  43.5,  Nulo, 15.5,12.5 ,
29/03/1941,  0,  Nulo, 21  ,9 ,
30/03/1941,  0,  Nulo ,23,  10 ,
31/03/1941,  0,  Nulo, 24  ,11.5 ,
01/04/1941,  0,  Nulo, 27.8,10.5 ,
02/04/1941,  0,  Nulo, 29.2,17.5 ,
03/04/1941,  0,  Nulo, 28.8,16.5 ,
04/04/1941,  0,  Nulo ,27,  16 ,
05/04/1941,  0,  Nulo ,27.5 ,  14 ,
06/04/1941,  0,  Nulo, 29.5,12.5 ,
07/04/1941,  0,  Nulo ,26,  18 ,
08/04/1941,  0,  Nulo, 25  ,10.5 ,
09/04/1941,  0,  Nulo ,26,  12 ,
10/04/1941,  0,  Nulo ,27.5 ,  12 ,
11/04/1941,  0,  Nulo, 24  ,11.5 ,
12/04/1941,  0,  Nulo, 24.5,14.5 ,
13/04/1941,  0,  Nulo ,24.2 ,  14 ,
14/04/1941,  0,  Nulo, 27  ,13.5 ,
15/04/1941,  0,  Nulo ,28,  14 ,
16/04/1941,  0,  Nulo, 30.2,13.5 ,
17/04/1941,  3.6 ,  Nulo ,25,  13 ,
18/04/1941,  0,  Nulo ,27,  18 ,
19/04/1941,  0,  Nulo ,29,  17 ,
20/04/1941,  6.3 ,  Nulo, 26  ,15.5 ,
21/04/1941,  4.8 ,  Nulo, 21  ,13.8 ,
22/04/1941,  2.7 ,  Nulo ,21.5 ,  13 ,
23/04/1941,  17.5,  Nulo ,24.5 ,  15 ,
24/04/1941,  46.8,  Nulo, 19  ,14.5 ,
25/04/1941,  16.8,  Nulo ,20.5 ,  14 ,
26/04/1941,  0,  Nulo, 21  ,13.5 ,
27/04/1941,  4.7 ,  Nulo ,21.5 ,  13 ,
28/04/1941,  0,  Nulo ,21,  14 ,
29/04/1941,  25.3,  Nulo ,20.5 ,  13 ,
30/04/1941,  0,  Nulo, 23  ,12.5 ,
01/05/1941,  3.5 ,  Nulo, 23.5,12.5 ,
02/05/1941,  60.3,  Nulo, 25.5,11.5 ,
03/05/1941,  0,  Nulo ,26,  14 ,
04/05/1941,  0,  Nulo ,28,  15 ,
05/05/1941,  0,  Nulo, 27.8,15.5 ,
06/05/1941,  0,  Nulo ,30,  14 ,
07/05/1941,  0,  Nulo ,28.5 ,  12 ,
08/05/1941,  0,  Nulo, 29.5,11.5 ,
09/05/1941,  0,  Nulo ,28,  12 ,
10/05/1941,  0,  Nulo ,23,  10 ,
11/05/1941,  0,  Nulo  ,  23 , 9.5 ,
12/05/1941,  0,  Nulo  ,  26 , 8.5 ,
13/05/1941,  0,  Nulo, 25  ,9 ,
14/05/1941,  0,  Nulo ,25.5 ,  10 ,
15/05/1941,  0,  Nulo, 26  ,9 ,
16/05/1941,  0,  Nulo  ,  24 , 8.5 ,
17/05/1941,  0,  Nulo ,24,  12 ,
18/05/1941,  16.3,  Nulo ,24.5 ,  14 ,
19/05/1941,  20.8,  Nulo, 24.8,13.5 ,
20/05/1941,  0,  Nulo, 27.2,14.5 ,
21/05/1941,  26.5,  Nulo ,25,  14 ,
22/05/1941,  30.4,  Nulo ,25.5 ,  15 ,
23/05/1941,  62.7,  Nulo ,24.2 ,  15 ,
24/05/1941,  6.3 ,  Nulo ,22.5 ,  12 ,
25/05/1941,  25.8,  Nulo ,21,  13 ,
26/05/1941,  3.5 ,  Nulo ,22,  12 ,
27/05/1941,  16.2,  Nulo, 22  ,11.5 ,
28/05/1941,  13.8,  Nulo, 21.8,12.5 ,
29/05/1941,  4.8 ,  Nulo, 21  ,13.5 ,
30/05/1941,  0,  Nulo, 20.5,12.5 ,
31/05/1941,  6.8 ,  Nulo, 25  ,13.8 ,
01/06/1941,  0,  Nulo ,28,  14 ,
02/06/1941,  0,  Nulo ,28.5 ,  13 ,
03/06/1941,  12.6,  Nulo, 23  ,16.5 ,
04/06/1941,  8.3 ,  Nulo ,24,  14 ,
05/06/1941,  8.7 ,  Nulo ,23.5 ,  15 ,
06/06/1941,  16.3,  Nulo, 24.5,13.5 ,
07/06/1941,  59.6,  Nulo, 26  ,14.5 ,
08/06/1941,  27.5,  Nulo, 24.8,15.5 ,
09/06/1941,  0,  Nulo ,27.5 ,  17 ,
10/06/1941,  0,  Nulo, 30  ,16.5 ,
11/06/1941,  0,  Nulo, 26.5,16.5 ,
12/06/1941,  0,  Nulo, 25  ,14.5 ,
13/06/1941,  19.5,  Nulo ,26.5 ,  13 ,
14/06/1941,  0,  Nulo, 28.5,12.5 ,
15/06/1941,  0,  Nulo ,26,  12 ,
16/06/1941,  16.7,  Nulo ,24,  15 ,
17/06/1941,  6.2 ,  Nulo ,24,  13 ,
18/06/1941,  3.4 ,  Nulo ,23.5 ,  14 ,
19/06/1941,  13  ,  Nulo ,23,  12 ,
20/06/1941,  0,  Nulo, 24  ,13.5 ,
21/06/1941,  6.5 ,  Nulo ,24.5 ,  14 ,
22/06/1941,  16.3,  Nulo, 25  ,13.5 ,
23/06/1941,  0,  Nulo ,25,  14 ,
24/06/1941,  45.8,  Nulo, 26  ,13.5 ,
25/06/1941,  13.5,  Nulo ,23.5 ,  14 ,
26/06/1941,  10.3,  Nulo ,23,  14 ,
27/06/1941,  0,  Nulo ,24.6 ,  13 ,
28/06/1941,  0,  Nulo, 25  ,13.5 ,
29/06/1941,  0,  Nulo, 25.5,12.5 ,
30/06/1941,  0,  Nulo ,23.5 ,  12 ,
01/07/1941,  0,  Nulo, 24  ,11.5 ,
02/07/1941,  8.5 ,  Nulo, 22  ,10.5 ,
03/07/1941,  69.5,  Nulo ,23,  13 ,
04/07/1941,  42.6,  Nulo ,21,  13 ,
05/07/1941,  20.8,  Nulo, 22  ,12.5 ,
06/07/1941,  11.3,  Nulo ,21.5 ,  13 ,
07/07/1941,  0,  Nulo, 21  ,13.5 ,
08/07/1941,  0,  Nulo ,22.5 ,  13 ,
09/07/1941,  0,  Nulo, 22  ,12.5 ,
10/07/1941,  0,  Nulo ,28.2 ,  13 ,
11/07/1941,  43.6,  Nulo ,27,  15 ,
12/07/1941,  0,  Nulo ,24.5 ,  15 ,
13/07/1941,  0,  Nulo ,26,  13 ,
14/07/1941,  6.7 ,  Nulo ,24,  15 ,
15/07/1941,  24.3,  Nulo ,22.8 ,  14 ,
16/07/1941,  0,  Nulo ,24,  13 ,
17/07/1941,  6.7 ,  Nulo ,22,  14 ,
18/07/1941,  0,  Nulo, 23  ,13.5 ,
19/07/1941,  49.3,  Nulo, 21  ,12.5 ,
20/07/1941,  6.4 ,  Nulo, 23.5,13.5 ,
21/07/1941,  0,  Nulo ,22.5 ,  11 ,
22/07/1941,  4.6 ,  Nulo, 23  ,11.5 ,
23/07/1941,  0,  Nulo ,23.5 ,  12 ,
24/07/1941,  8.5 ,  Nulo ,21.8 ,  11 ,
25/07/1941,  0,  Nulo ,22,  12 ,
26/07/1941,  0,  Nulo, 23.8,11.5 ,
27/07/1941,  12.3,  Nulo, 24  ,12.5 ,
28/07/1941,  0,  Nulo ,23,  11 ,
29/07/1941,  0,  Nulo ,24,  12 ,
30/07/1941,  0,  Nulo, 24.5,11.5 ,
31/07/1941,  0,  Nulo ,24,  11 ,
01/08/1941,  2.7 ,  Nulo ,23.5 ,  11 ,
02/08/1941,  0,  Nulo, 22  ,10.5 ,
03/08/1941,  20.7,  Nulo, 24  ,11.5 ,
04/08/1941,  0,  Nulo, 23.5,10.5 ,
05/08/1941,  0,  Nulo ,23,  11 ,
06/08/1941,  19.5,  Nulo, 24.5,11.5 ,
07/08/1941,  6.4 ,  Nulo, 23.5,10.5 ,
08/08/1941,  3.5 ,  Nulo ,24.5 ,  12 ,
09/08/1941,  6.5 ,  Nulo, 23  ,13.5 ,
10/08/1941,  18.3,  Nulo, 24  ,11.5 ,
11/08/1941,  0,  Nulo ,23,  11 ,
12/08/1941,  0,  Nulo ,24,  11 ,
13/08/1941,  6.5 ,  Nulo, 21.5,10.5 ,
14/08/1941,  0,  Nulo, 21.5,11.5 ,
15/08/1941,  0,  Nulo ,24,  12 ,
16/08/1941,  0,  Nulo ,23,  10 ,
17/08/1941,  12.6,  Nulo, 24  ,10.5 ,
18/08/1941,  13.5,  Nulo ,22.5 ,  11 ,
19/08/1941,  0,  Nulo, 24.5,13.5 ,
20/08/1941,  3.7 ,  Nulo ,25.5 ,  12 ,
21/08/1941,  28.5,  Nulo, 25  ,11.5 ,
22/08/1941,  0,  Nulo, 24.5,12.5 ,
23/08/1941,  0,  Nulo ,25.8 ,  12 ,
24/08/1941,  0,  Nulo ,26.5 ,  12 ,
25/08/1941,  6.8 ,  Nulo ,24.5 ,  13 ,
26/08/1941,  26.5,  Nulo ,24,  15 ,
27/08/1941,  0,  Nulo ,24.5 ,  13 ,
28/08/1941,  16.7,  Nulo, 25  ,11.5 ,
29/08/1941,  2.7 ,  Nulo ,22,  11 ,
30/08/1941,  4.3 ,  Nulo ,23.5 ,  12 ,
31/08/1941,  15.8,  Nulo, 24  ,11.5 ,
01/09/1941,  6.4 ,  Nulo ,22.5 ,  12 ,
02/09/1941,  2.5 ,  Nulo ,23,  12 ,
03/09/1941,  0,  Nulo, 22  ,12.5 ,
04/09/1941,  0,  Nulo, 21.5,12.5 ,
05/09/1941,  25.6,  Nulo, 21.8,12.2 ,
06/09/1941,  6.5 ,  Nulo ,23,  13 ,
07/09/1941,  13.5,  Nulo, 24  ,12.5 ,
08/09/1941,  2.5 ,  Nulo, 26  ,11.2 ,
09/09/1941,  3.2 ,  Nulo ,23.5 ,  11 ,
10/09/1941,  23.4,  Nulo ,21.5 ,  13 ,
11/09/1941,  6.9 ,  Nulo, 22  ,12.5 ,
12/09/1941,  67.4,  Nulo, 20.5,11.5 ,
13/09/1941,  0,  Nulo, 21.5,12.5 ,
14/09/1941,  0,  Nulo, 24.8,11.8 ,
15/09/1941,  0,  Nulo ,23.5 ,  12 ,
16/09/1941,  0,  Nulo, 22.5,12.5 ,
17/09/1941,  0,  Nulo ,23,  12 ,
18/09/1941,  24.6,  Nulo, 22  ,12.5 ,
19/09/1941,  6.3 ,  Nulo ,22.5 ,  12 ,
20/09/1941,  22.5,  Nulo ,21.2 ,  14 ,
21/09/1941,  86.7,  Nulo ,21,  14 ,
22/09/1941,  2.4 ,  Nulo, 24  ,14.2 ,
23/09/1941,  0,  Nulo ,26,  14 ,
24/09/1941,  8.5 ,  Nulo, 25  ,14.5 ,
25/09/1941,  28.6,  Nulo ,21,  15 ,
26/09/1941,  48.7,  Nulo ,21.5 ,  16 ,
27/09/1941,  96.3,  Nulo ,22,  15 ,
28/09/1941,  43.7,  Nulo ,21,  12 ,
29/09/1941,  168.,5 Nulo ,18.5 ,  15 ,
30/09/1941,  143.,5 Nulo, 19  ,15.2 ,
01/10/1941,  60.7,  Nulo ,19.5 ,  15 ,
02/10/1941,  0,  Nulo, 24  ,15.5 ,
03/10/1941,  62.3,  Nulo, 25  ,16.5 ,
04/10/1941,  26.7,  Nulo, 22.5,14.5 ,
05/10/1941,  0,  Nulo ,23.5 ,  15 ,
06/10/1941,  0,  Nulo ,21.5 ,  14 ,
07/10/1941,  72.2,  Nulo ,22.5 ,  14 ,
08/10/1941,  0,  Nulo, 23.5,14.5 ,
09/10/1941,  28.4,  Nulo, 21.5,11.5 ,
10/10/1941,  15.7,  Nulo, 22  ,11.8 ,
11/10/1941,  40.2,  Nulo ,21.5 ,  12 ,
12/10/1941,  42.8,  Nulo, 19  ,11.5 ,
13/10/1941,  0,  Nulo ,20.5 ,  11 ,
14/10/1941,  6.5 ,  Nulo, 21  ,11.5 ,
15/10/1941,  5.4 ,  Nulo ,21,  11 ,
16/10/1941,  27.8,  Nulo, 20.5,11.2 ,
17/10/1941,  3.8 ,  Nulo ,20.5 ,  10 ,
18/10/1941,  0,  Nulo, 21  ,10.5 ,
19/10/1941,  0,  Nulo  ,  22 , 9.5 ,
20/10/1941,  0,  Nulo ,20.5 ,  12 ,
21/10/1941,  6.5 ,  Nulo ,20.5 ,  10 ,
22/10/1941,  3.3 ,  Nulo, 21  ,12.2 ,
23/10/1941,  15.5,  Nulo ,20,  11 ,
24/10/1941,  6.6 ,  Nulo ,19,  14 ,
25/10/1941,  3.8 ,  Nulo ,21,  14 ,
26/10/1941,  0,  Nulo, 22  ,12.5 ,
27/10/1941,  0,  Nulo ,24,  13 ,
28/10/1941,  5.4 ,  Nulo, 21  ,13.5 ,
29/10/1941,  0,  Nulo, 24  ,13.2 ,
30/10/1941,  0,  Nulo ,24.5 ,  14 ,
31/10/1941,  16.5,  Nulo ,24,  15 ,
01/11/1941,  2.5 ,  Nulo, 23  ,14.5 ,
02/11/1941,  1.8 ,  Nulo, 24  ,13.5 ,
03/11/1941,  0,  Nulo ,21,  14 ,
04/11/1941,  0,  Nulo, 21.2,12.5 ,
05/11/1941,  2.5 ,  Nulo ,20.5 ,  13 ,
06/11/1941,  4.3 ,  Nulo, 21  ,12.5 ,
07/11/1941,  25.3,  Nulo ,19,  11 ,
08/11/1941,  40.6,  Nulo ,16,  12 ,
09/11/1941,  0,  Nulo  ,  19 , 8.5 ,
10/11/1941,  0,  Nulo ,21,  11 ,
11/11/1941,  22.5,  Nulo, 18.5,9 ,
12/11/1941,  16.6,  Nulo ,19,  12 ,
13/11/1941,  2.5 ,  Nulo, 15.5,11.5 ,
14/11/1941,  3.3 ,  Nulo  ,  16 , 8.5 ,
15/11/1941,  6.2 ,  Nulo ,18,  10 ,
16/11/1941,  0,  Nulo ,18,  10 ,
17/11/1941,  0,  Nulo, 20  ,10.5 ,
18/11/1941,  0,  Nulo, 21  ,11.5 ,
19/11/1941,  0,  Nulo ,20,  11 ,
20/11/1941,  0,  Nulo, 19  ,10.5 ,
21/11/1941,  0,  Nulo ,20.5 ,  11 ,
22/11/1941,  0,  Nulo ,22.5 ,  10 ,
23/11/1941,  16.2,  Nulo  ,  20 , 9.5 ,
24/11/1941,  10.8,  Nulo ,17,  10 ,
25/11/1941,  6.6 ,  Nulo, 15  ,10.5 ,
26/11/1941,  10.5,  Nulo ,15.5 ,  10 ,
27/11/1941,  4.8 ,  Nulo, 16.2,10.5 ,
28/11/1941,  0,  Nulo  ,  16 , 9.5 ,
29/11/1941,  0,  Nulo, 16.5,8 ,
30/11/1941,  0,  Nulo, 16.5,7 ,
01/12/1941,  0,  Nulo  ,  19 , 6.5 ,
02/12/1941,  6,  Nulo, 18  ,12.5 ,
03/12/1941,  2.7 ,  Nulo, 14.8,9 ,
04/12/1941,  0,  Nulo, 18  ,8 ,
05/12/1941,  0,  Nulo ,22,  11 ,
06/12/1941,  46.7,  Nulo ,18,  10 ,
07/12/1941,  4.8 ,  Nulo, 12  ,8 ,
08/12/1941,  16.5,  Nulo, 15  ,9 ,
09/12/1941,  6.6 ,  Nulo ,15,  10 ,
10/12/1941,  8.3 ,  Nulo, 19  ,9 ,
11/12/1941,  0,  Nulo ,20.5 ,  10 ,
12/12/1941,  0,  Nulo, 18.5,12.5 ,
13/12/1941,  2.3 ,  Nulo, 19  ,11.5 ,
14/12/1941,  0,  Nulo ,22.5 ,  11 ,
15/12/1941,  6.6 ,  Nulo, 19  ,10.5 ,
16/12/1941,  2.8 ,  Nulo ,16,  13 ,
17/12/1941,  0,  Nulo, 16  ,6 ,
18/12/1941,  0,  Nulo, 17.8,5 ,
19/12/1941,  0,  Nulo  ,  17.5  , 5.2 ,
20/12/1941,  0,  Nulo  ,  17 , 6.5 ,
21/12/1941,  0,  Nulo, 19  ,8 ,
22/12/1941,  0,  Nulo, 23  ,9 ,
23/12/1941,  0,  Nulo, 22.5,11.5 ,
24/12/1941,  0,  Nulo ,23.5 ,  12 ,
25/12/1941,  0,  Nulo, 25  ,11.5 ,
26/12/1941,  6.3 ,  Nulo ,16,  12 ,
27/12/1941,  2.5 ,  Nulo ,17,  12 ,
28/12/1941,  6.2 ,  Nulo, 16  ,11.5 ,
29/12/1941,  0,  Nulo ,18,  11 ,
30/12/1941,  0,  Nulo ,21,  12 ,
31/12/1941,  0,  Nulo ,22,  12 ,
01/01/1942,  0,  Nulo ,23.5 ,  13 ,
02/01/1942,  0,  Nulo ,25.5 ,  15 ,
03/01/1942,  0,  Nulo, 24  ,15.5 ,
04/01/1942,  1.5 ,  Nulo, 24.5,11.5 ,
05/01/1942,  1,  Nulo  ,  17.8  , 9.5 ,
06/01/1942,  0,  Nulo, 20.5,10.5 ,
07/01/1942,  1.2 ,  Nulo ,21,  11 ,
08/01/1942,  0,  Nulo ,16,  10 ,
09/01/1942,  5,  Nulo  ,  23 , 8.5 ,
10/01/1942,  3.3 ,  Nulo, 11  ,6 ,
11/01/1942,  9.3 ,  Nulo, 10.5,7 ,
12/01/1942,  1.8 ,  Nulo  ,  11 , 6.5 ,
13/01/1942,  0,  Nulo, 12  ,7 ,
14/01/1942,  1,  Nulo  ,  14 , 4.5 ,
15/01/1942,  11.8,  Nulo, 12  ,7 ,
16/01/1942,  1.2 ,  Nulo, 13  ,7 ,
17/01/1942,  0,  Nulo, 15.5,8 ,
18/01/1942,  0,  Nulo  ,  19 , 7.5 ,
19/01/1942,  21  ,  Nulo, 19  ,7 ,
20/01/1942,  15.5,  Nulo  ,  19 , 7.5 ,
21/01/1942,  7.5 ,  Nulo, 18.5,7 ,
22/01/1942,  2,  Nulo  ,  10 , 7.5 ,
23/01/1942,  0,  Nulo, 12  ,4 ,
24/01/1942,  0,  Nulo  ,  16 , 4.5 ,
25/01/1942,  0,  Nulo, 17.5,6 ,
26/01/1942,  0,  Nulo  ,  20 , 6.5 ,
27/01/1942,  0,  Nulo ,20,  11 ,
28/01/1942,  0,  Nulo  ,  20.2  , 6.5 ,
29/01/1942,  0,  Nulo, 20.5,7 ,
30/01/1942,  0,  Nulo ,21.5 ,  12 ,
31/01/1942,  0.5 ,  Nulo  ,  21 , 8.5 ,
01/02/1942,  4,  Nulo  ,  21 , 5.5 ,
02/02/1942,  1.2 ,  Nulo, 14  ,5 ,
03/02/1942,  0,  Nulo, 16  ,5 ,
04/02/1942,  0,  Nulo  ,  18 , 6.5 ,
05/02/1942,  0,  Nulo  ,  21.5  , 8.5 ,
06/02/1942,  1,  Nulo  ,  23.5  , 5.5 ,
07/02/1942,  4.8 ,  Nulo ,20.5 ,  13 ,
08/02/1942,  0,  Nulo, 22  ,12.5 ,
09/02/1942,  0,  Nulo ,23.8 ,  13 ,
10/02/1942,  8.5 ,  Nulo, 20.5,11.5 ,
11/02/1942,  0.5 ,  Nulo  ,  20 , 9.5 ,
12/02/1942,  12.5,  Nulo, 22  ,9 ,
13/02/1942,  0,  Nulo ,22.5 ,  10 ,
14/02/1942,  0,  Nulo ,23,  11 ,
15/02/1942,  0,  Nulo ,24,  12 ,
16/02/1942,  0,  Nulo ,26.2 ,  14 ,
17/02/1942,  1.4 ,  Nulo ,20,  14 ,
18/02/1942,  2,  Nulo ,19,  12 ,
19/02/1942,  0,  Nulo ,19.2 ,  11 ,
20/02/1942,  1.3 ,  Nulo ,20.5 ,  12 ,
21/02/1942,  0,  Nulo ,22,  10 ,
22/02/1942,  0,  Nulo, 23  ,9 ,
23/02/1942,  0,  Nulo ,23.5 ,  13 ,
24/02/1942,  0,  Nulo ,24.5 ,  12 ,
25/02/1942,  0,  Nulo, 28  ,14.5 ,
26/02/1942,  6,  Nulo ,25,  14 ,
27/02/1942,  2,  Nulo, 19  ,9 ,
28/02/1942,  0,  Nulo  ,  24.5  , 7.5 ,
01/03/1942,  4.2 ,  Nulo, 29.2,9 ,
02/03/1942,  2,  Nulo, 10.8,9 ,
03/03/1942,  0,  Nulo  ,  19.5  , 3.5 ,
04/03/1942,  8.2 ,  Nulo, 28  ,8 ,
05/03/1942,  0,  Nulo  ,  13.8  , 4.5 ,
06/03/1942,  0,  Nulo, 18.5,1 ,
07/03/1942,  4,  Nulo ,25,  10 ,
08/03/1942,  2,  Nulo, 8,6 ,
09/03/1942,  0,  Nulo, 16  ,2 ,
10/03/1942,  0,  Nulo, 22  ,5 ,
11/03/1942,  0,  Nulo ,19,  10 ,
12/03/1942,  0,  Nulo ,26.8 ,  13 ,
13/03/1942,  0,  Nulo, 24.5,13.5 ,
14/03/1942,  0,  Nulo ,32.2 ,  14 ,
15/03/1942,  0,  Nulo, 30.5,14.5 ,
16/03/1942,  0,  Nulo, 30.2,19.5 ,
17/03/1942,  0,  Nulo, 29.5,16.5 ,
18/03/1942,  0,  Nulo, 22.5,11.5 ,
19/03/1942,  0,  Nulo ,27,  12 ,
20/03/1942,  0,  Nulo, 30  ,16.2 ,
21/03/1942,  15.8,  Nulo, 18.2,13.5 ,
22/03/1942,  3.5 ,  Nulo, 15.5,9 ,
23/03/1942,  0,  Nulo ,19.5 ,  10 ,
24/03/1942,  0,  Nulo, 25  ,11.5 ,
25/03/1942,  0,  Nulo, 30  ,15.5 ,
26/03/1942,  1,  Nulo ,31,  16 ,
27/03/1942,  13.8,  Nulo, 18.5,15.5 ,
28/03/1942,  1.5 ,  Nulo ,18.2 ,  10 ,
29/03/1942,  3,  Nulo ,16.5 ,  10 ,
30/03/1942,  1,  Nulo, 17  ,10.5 ,
31/03/1942,  6,  Nulo ,17,  10 ,
01/04/1942,  19.5,  Nulo ,16,  10 ,
02/04/1942,  0,  Nulo, 16  ,9 ,
03/04/1942,  0,  Nulo  ,  17 , 9.5 ,
04/04/1942,  1,  Nulo  ,  16.5  , 9.5 ,
05/04/1942,  0,  Nulo, 23  ,9 ,
06/04/1942,  0,  Nulo, 26  ,12.5 ,
07/04/1942,  0,  Nulo ,28.2 ,  18 ,
08/04/1942,  0,  Nulo, 29  ,18.5 ,
09/04/1942,  0,  Nulo ,19,  15 ,
10/04/1942,  2.7 ,  Nulo ,17,  14 ,
11/04/1942,  0,  Nulo ,26.2 ,  12 ,
12/04/1942,  0,  Nulo ,26,  10 ,
13/04/1942,  0,  Nulo  ,  26.5  , 9.8 ,
14/04/1942,  0,  Nulo, 20.5,10.5 ,
15/04/1942,  0,  Nulo ,22,  11 ,
16/04/1942,  3,  Nulo, 18.5,10.5 ,
17/04/1942,  0,  Nulo, 18.2,12.8 ,
18/04/1942,  0,  Nulo ,23,  13 ,
19/04/1942,  2.8 ,  Nulo ,24,  14 ,
20/04/1942,  0,  Nulo, 26  ,13.5 ,
21/04/1942,  12  ,  Nulo ,25,  13 ,
22/04/1942,  0,  Nulo, 21.5,13.5 ,
23/04/1942,  0,  Nulo ,27,  16 ,
24/04/1942,  0,  Nulo, 28.8,17.5 ,
25/04/1942,  0,  Nulo ,27,  18 ,
26/04/1942,  1.2 ,  Nulo ,29,  17 ,
27/04/1942,  2.2 ,  Nulo, 28  ,16.5 ,
28/04/1942,  0,  Nulo ,27.5 ,  16 ,
29/04/1942,  0,  Nulo, 25  ,15.5 ,
